"lang","country_alpha2_code","continent_code","continent"
"AR","VI","NA","أمريكا الشمالية"
"AR","VN","AS","آسيا"
"AR","VU","OC","أوقيانوسيا"
"AR","WF","OC","أوقيانوسيا"
"AR","WS","OC","أوقيانوسيا"
"AR","YE","AS","آسيا"
"AR","YT","AF","أفريقيا"
"AR","ZA","AF","أفريقيا"
"AR","ZM","AF","أفريقيا"
"AR","ZW","AF","أفريقيا"
"AZ","AD","EU","Avropa"
"AZ","AE","AS","Asiya"
"AZ","AF","AS","Asiya"
"AZ","AG","NA","Şimal Amerika"
"AZ","AI","NA","Şimal Amerika"
"AZ","AL","EU","Avropa"
"AZ","AM","EU","Avropa"
"AZ","AO","AF","Afrika"
"AZ","AQ","AN","Antarktida"
"AZ","AR","SA","Cənubi Amerika"
"AZ","AS","OC","Okeaniya"
"AZ","AT","EU","Avropa"
"AZ","AU","OC","Okeaniya"
"AZ","AW","NA","Şimal Amerika"
"AZ","AX","EU","Avropa"
"AZ","AZ","AS","Asiya"
"AZ","AZ","EU","Avropa"
"AZ","BA","EU","Avropa"
"AZ","BB","NA","Şimal Amerika"
"AZ","BD","AS","Asiya"
"AZ","BE","EU","Avropa"
"AZ","BF","AF","Afrika"
"AZ","BG","EU","Avropa"
"AZ","BH","AS","Asiya"
"AZ","BI","AF","Afrika"
"AZ","BJ","AF","Afrika"
"AZ","BL","NA","Şimal Amerika"
"AZ","BM","NA","Şimal Amerika"
"AZ","BN","AS","Asiya"
"AZ","BO","SA","Cənubi Amerika"
"AZ","BQ","NA","Şimal Amerika"
"AZ","BR","SA","Cənubi Amerika"
"AZ","BS","NA","Şimal Amerika"
"AZ","BT","AS","Asiya"
"AZ","BV","AN","Antarktida"
"AZ","BW","AF","Afrika"
"AZ","BY","EU","Avropa"
"AZ","BZ","NA","Şimal Amerika"
"AZ","CA","NA","Şimal Amerika"
"AZ","CC","AS","Asiya"
"AZ","CD","AF","Afrika"
"AZ","CF","AF","Afrika"
"AZ","CG","AF","Afrika"
"AZ","CH","EU","Avropa"
"AZ","CI","AF","Afrika"
"AZ","CK","OC","Okeaniya"
"AZ","CL","SA","Cənubi Amerika"
"AZ","CM","AF","Afrika"
"AZ","CN","AS","Asiya"
"AZ","CO","SA","Cənubi Amerika"
"AZ","CR","NA","Şimal Amerika"
"AZ","CU","NA","Şimal Amerika"
"AZ","CV","AF","Afrika"
"AZ","CW","NA","Şimal Amerika"
"AZ","CX","AS","Asiya"
"AZ","CY","EU","Avropa"
"AZ","CZ","EU","Avropa"
"AZ","DE","EU","Avropa"
"AZ","DJ","AF","Afrika"
"AZ","DK","EU","Avropa"
"AZ","DM","NA","Şimal Amerika"
"AZ","DO","NA","Şimal Amerika"
"AZ","DZ","AF","Afrika"
"AZ","EC","SA","Cənubi Amerika"
"AZ","EE","EU","Avropa"
"AZ","EG","AF","Afrika"
"AZ","EH","AF","Afrika"
"AZ","ER","AF","Afrika"
"AZ","ES","EU","Avropa"
"AZ","ET","AF","Afrika"
"AZ","FI","EU","Avropa"
"AZ","FJ","OC","Okeaniya"
"AZ","FK","SA","Cənubi Amerika"
"AZ","FM","OC","Okeaniya"
"AZ","FO","EU","Avropa"
"AZ","FR","EU","Avropa"
"AZ","GA","AF","Afrika"
"AZ","GB","EU","Avropa"
"AZ","GD","NA","Şimal Amerika"
"AZ","GE","AS","Asiya"
"AZ","GE","EU","Avropa"
"AZ","GF","SA","Cənubi Amerika"
"AZ","GG","EU","Avropa"
"AZ","GH","AF","Afrika"
"AZ","GI","EU","Avropa"
"AZ","GL","NA","Şimal Amerika"
"AZ","GM","AF","Afrika"
"AZ","GN","AF","Afrika"
"AZ","GP","NA","Şimal Amerika"
"AZ","GQ","AF","Afrika"
"AZ","GR","EU","Avropa"
"AZ","GS","AN","Antarktida"
"AZ","GT","NA","Şimal Amerika"
"AZ","GU","OC","Okeaniya"
"AZ","GW","AF","Afrika"
"AZ","GY","SA","Cənubi Amerika"
"AZ","HK","AS","Asiya"
"AZ","HM","AN","Antarktida"
"AZ","HN","NA","Şimal Amerika"
"AZ","HR","EU","Avropa"
"AZ","HT","NA","Şimal Amerika"
"AZ","HU","EU","Avropa"
"AZ","ID","AS","Asiya"
"AZ","IE","EU","Avropa"
"AZ","IL","AS","Asiya"
"AZ","IM","EU","Avropa"
"AZ","IN","AS","Asiya"
"AZ","IO","AS","Asiya"
"AZ","IQ","AS","Asiya"
"AZ","IR","AS","Asiya"
"AZ","IS","EU","Avropa"
"AZ","IT","EU","Avropa"
"AZ","JE","EU","Avropa"
"AZ","JM","NA","Şimal Amerika"
"AZ","JO","AS","Asiya"
"AZ","JP","AS","Asiya"
"AZ","KE","AF","Afrika"
"AZ","KG","AS","Asiya"
"AZ","KH","AS","Asiya"
"AZ","KI","OC","Okeaniya"
"AZ","KM","AF","Afrika"
"AZ","KN","NA","Şimal Amerika"
"AZ","KP","AS","Asiya"
"AZ","KR","AS","Asiya"
"AZ","KW","AS","Asiya"
"AZ","KY","NA","Şimal Amerika"
"AZ","KZ","AS","Asiya"
"AZ","KZ","EU","Avropa"
"AZ","LA","AS","Asiya"
"AZ","LB","AS","Asiya"
"AZ","LC","NA","Şimal Amerika"
"AZ","LI","EU","Avropa"
"AZ","LK","AS","Asiya"
"AZ","LR","AF","Afrika"
"AZ","LS","AF","Afrika"
"AZ","LT","EU","Avropa"
"AZ","LU","EU","Avropa"
"AZ","LV","EU","Avropa"
"AZ","LY","AF","Afrika"
"AZ","MA","AF","Afrika"
"AZ","MC","EU","Avropa"
"AZ","MD","EU","Avropa"
"AZ","ME","EU","Avropa"
"AZ","MF","NA","Şimal Amerika"
"AZ","MG","AF","Afrika"
"AZ","MH","OC","Okeaniya"
"AZ","MK","EU","Avropa"
"AZ","ML","AF","Afrika"
"AZ","MM","AS","Asiya"
"AZ","MN","AS","Asiya"
"AZ","MO","AS","Asiya"
"AZ","MP","OC","Okeaniya"
"AZ","MQ","NA","Şimal Amerika"
"AZ","MR","AF","Afrika"
"AZ","MS","NA","Şimal Amerika"
"AZ","MT","EU","Avropa"
"AZ","MU","AF","Afrika"
"AZ","MV","AS","Asiya"
"AZ","MW","AF","Afrika"
"AZ","MX","NA","Şimal Amerika"
"AZ","MY","AS","Asiya"
"AZ","MZ","AF","Afrika"
"AZ","NA","AF","Afrika"
"AZ","NC","OC","Okeaniya"
"AZ","NE","AF","Afrika"
"AZ","NF","OC","Okeaniya"
"AZ","NG","AF","Afrika"
"AZ","NI","NA","Şimal Amerika"
"AZ","NL","EU","Avropa"
"AZ","NO","EU","Avropa"
"AZ","NP","AS","Asiya"
"AZ","NR","OC","Okeaniya"
"AZ","NU","OC","Okeaniya"
"AZ","NZ","OC","Okeaniya"
"AZ","OM","AS","Asiya"
"AZ","PA","NA","Şimal Amerika"
"AZ","PE","SA","Cənubi Amerika"
"AZ","PF","OC","Okeaniya"
"AZ","PG","OC","Okeaniya"
"AZ","PH","AS","Asiya"
"AZ","PK","AS","Asiya"
"AZ","PL","EU","Avropa"
"AZ","PM","NA","Şimal Amerika"
"AZ","PN","OC","Okeaniya"
"AZ","PR","NA","Şimal Amerika"
"AZ","PS","AS","Asiya"
"AZ","PT","EU","Avropa"
"AZ","PW","OC","Okeaniya"
"AZ","PY","SA","Cənubi Amerika"
"AZ","QA","AS","Asiya"
"AZ","RE","AF","Afrika"
"AZ","RO","EU","Avropa"
"AZ","RS","EU","Avropa"
"AZ","RU","AS","Asiya"
"AZ","RU","EU","Avropa"
"AZ","RW","AF","Afrika"
"AZ","SA","AS","Asiya"
"AZ","SB","OC","Okeaniya"
"AZ","SC","AF","Afrika"
"AZ","SD","AF","Afrika"
"AZ","SE","EU","Avropa"
"AZ","SG","AS","Asiya"
"AZ","SH","AF","Afrika"
"AZ","SI","EU","Avropa"
"AZ","SJ","EU","Avropa"
"AZ","SK","EU","Avropa"
"AZ","SL","AF","Afrika"
"AZ","SM","EU","Avropa"
"AZ","SN","AF","Afrika"
"AZ","SO","AF","Afrika"
"AZ","SR","SA","Cənubi Amerika"
"AZ","SS","AF","Afrika"
"AZ","ST","AF","Afrika"
"AZ","SV","NA","Şimal Amerika"
"AZ","SX","NA","Şimal Amerika"
"AZ","SY","AS","Asiya"
"AZ","SZ","AF","Afrika"
"AZ","TC","NA","Şimal Amerika"
"AZ","TD","AF","Afrika"
"AZ","TF","AN","Antarktida"
"AZ","TG","AF","Afrika"
"AZ","TH","AS","Asiya"
"AZ","TJ","AS","Asiya"
"AZ","TK","OC","Okeaniya"
"AZ","TL","AS","Asiya"
"AZ","TM","AS","Asiya"
"AZ","TN","AF","Afrika"
"AZ","TO","OC","Okeaniya"
"AZ","TR","AS","Asiya"
"AZ","TR","EU","Avropa"
"AZ","TT","NA","Şimal Amerika"
"AZ","TV","OC","Okeaniya"
"AZ","TW","AS","Asiya"
"AZ","TZ","AF","Afrika"
"AZ","UA","EU","Avropa"
"AZ","UG","AF","Afrika"
"AZ","UM","OC","Şimal Amerika"
"AZ","US","NA","Şimal Amerika"
"AZ","UY","SA","Cənubi Amerika"
"AZ","UZ","AS","Asiya"
"AZ","VA","EU","Avropa"
"AZ","VC","NA","Şimal Amerika"
"AZ","VE","SA","Cənubi Amerika"
"AZ","VG","NA","Şimal Amerika"
"AZ","VI","NA","Şimal Amerika"
"AZ","VN","AS","Asiya"
"AZ","VU","OC","Okeaniya"
"AZ","WF","OC","Okeaniya"
"AZ","WS","OC","Okeaniya"
"AZ","YE","AS","Asiya"
"AZ","YT","AF","Afrika"
"AZ","ZA","AF","Afrika"
"AZ","ZM","AF","Afrika"
"AZ","ZW","AF","Afrika"
"BE","AD","EU","Еўропа"
"BE","AE","AS","Еўразія"
"BE","AF","AS","Еўразія"
"BE","AG","NA","Паўночная Амерыка"
"BE","AI","NA","Паўночная Амерыка"
"BE","AL","EU","Еўропа"
"BE","AM","EU","Еўропа"
"BE","AO","AF","Афрыка"
"BE","AQ","AN","Антарктыда"
"BE","AR","SA","Паўднёвая Амерыка"
"BE","AS","OC","Акіянія"
"BE","AT","EU","Еўропа"
"BE","AU","OC","Акіянія"
"BE","AW","NA","Паўночная Амерыка"
"BE","AX","EU","Еўропа"
"BE","AZ","AS","Еўразія"
"BE","AZ","EU","Еўропа"
"BE","BA","EU","Еўропа"
"BE","BB","NA","Паўночная Амерыка"
"BE","BD","AS","Еўразія"
"BE","BE","EU","Еўропа"
"BE","BF","AF","Афрыка"
"BE","BG","EU","Еўропа"
"BE","BH","AS","Еўразія"
"BE","BI","AF","Афрыка"
"BE","BJ","AF","Афрыка"
"BE","BL","NA","Паўночная Амерыка"
"BE","BM","NA","Паўночная Амерыка"
"BE","BN","AS","Еўразія"
"BE","BO","SA","Паўднёвая Амерыка"
"BE","BQ","NA","Паўночная Амерыка"
"BE","BR","SA","Паўднёвая Амерыка"
"BE","BS","NA","Паўночная Амерыка"
"BE","BT","AS","Еўразія"
"BE","BV","AN","Антарктыда"
"BE","BW","AF","Афрыка"
"BE","BY","EU","Еўропа"
"BE","BZ","NA","Паўночная Амерыка"
"BE","CA","NA","Паўночная Амерыка"
"BE","CC","AS","Еўразія"
"BE","CD","AF","Афрыка"
"BE","CF","AF","Афрыка"
"BE","CG","AF","Афрыка"
"BE","CH","EU","Еўропа"
"BE","CI","AF","Афрыка"
"BE","CK","OC","Акіянія"
"BE","CL","SA","Паўднёвая Амерыка"
"BE","CM","AF","Афрыка"
"BE","CN","AS","Еўразія"
"BE","CO","SA","Паўднёвая Амерыка"
"BE","CR","NA","Паўночная Амерыка"
"BE","CU","NA","Паўночная Амерыка"
"BE","CV","AF","Афрыка"
"BE","CW","NA","Паўночная Амерыка"
"BE","CX","AS","Еўразія"
"BE","CY","EU","Еўропа"
"BE","CZ","EU","Еўропа"
"BE","DE","EU","Еўропа"
"BE","DJ","AF","Афрыка"
"BE","DK","EU","Еўропа"
"BE","DM","NA","Паўночная Амерыка"
"BE","DO","NA","Паўночная Амерыка"
"BE","DZ","AF","Афрыка"
"BE","EC","SA","Паўднёвая Амерыка"
"BE","EE","EU","Еўропа"
"BE","EG","AF","Афрыка"
"BE","EH","AF","Афрыка"
"BE","ER","AF","Афрыка"
"BE","ES","EU","Еўропа"
"BE","ET","AF","Афрыка"
"BE","FI","EU","Еўропа"
"BE","FJ","OC","Акіянія"
"BE","FK","SA","Паўднёвая Амерыка"
"BE","FM","OC","Акіянія"
"BE","FO","EU","Еўропа"
"BE","FR","EU","Еўропа"
"BE","GA","AF","Афрыка"
"BE","GB","EU","Еўропа"
"BE","GD","NA","Паўночная Амерыка"
"BE","GE","AS","Еўразія"
"BE","GE","EU","Еўропа"
"BE","GF","SA","Паўднёвая Амерыка"
"BE","GG","EU","Еўропа"
"BE","GH","AF","Афрыка"
"BE","GI","EU","Еўропа"
"BE","GL","NA","Паўночная Амерыка"
"BE","GM","AF","Афрыка"
"BE","GN","AF","Афрыка"
"BE","GP","NA","Паўночная Амерыка"
"BE","GQ","AF","Афрыка"
"BE","GR","EU","Еўропа"
"BE","GS","AN","Антарктыда"
"BE","GT","NA","Паўночная Амерыка"
"BE","GU","OC","Акіянія"
"BE","GW","AF","Афрыка"
"BE","GY","SA","Паўднёвая Амерыка"
"BE","HK","AS","Еўразія"
"BE","HM","AN","Антарктыда"
"BE","HN","NA","Паўночная Амерыка"
"BE","HR","EU","Еўропа"
"BE","HT","NA","Паўночная Амерыка"
"BE","HU","EU","Еўропа"
"BE","ID","AS","Еўразія"
"BE","IE","EU","Еўропа"
"BE","IL","AS","Еўразія"
"BE","IM","EU","Еўропа"
"BE","IN","AS","Еўразія"
"BE","IO","AS","Еўразія"
"BE","IQ","AS","Еўразія"
"BE","IR","AS","Еўразія"
"BE","IS","EU","Еўропа"
"BE","IT","EU","Еўропа"
"BE","JE","EU","Еўропа"
"BE","JM","NA","Паўночная Амерыка"
"BE","JO","AS","Еўразія"
"BE","JP","AS","Еўразія"
"BE","KE","AF","Афрыка"
"BE","KG","AS","Еўразія"
"BE","KH","AS","Еўразія"
"BE","KI","OC","Акіянія"
"BE","KM","AF","Афрыка"
"BE","KN","NA","Паўночная Амерыка"
"BE","KP","AS","Еўразія"
"BE","KR","AS","Еўразія"
"BE","KW","AS","Еўразія"
"BE","KY","NA","Паўночная Амерыка"
"BE","KZ","AS","Еўразія"
"BE","KZ","EU","Еўропа"
"BE","LA","AS","Еўразія"
"BE","LB","AS","Еўразія"
"BE","LC","NA","Паўночная Амерыка"
"BE","LI","EU","Еўропа"
"BE","LK","AS","Еўразія"
"BE","LR","AF","Афрыка"
"BE","LS","AF","Афрыка"
"BE","LT","EU","Еўропа"
"BE","LU","EU","Еўропа"
"BE","LV","EU","Еўропа"
"BE","LY","AF","Афрыка"
"BE","MA","AF","Афрыка"
"BE","MC","EU","Еўропа"
"BE","MD","EU","Еўропа"
"BE","ME","EU","Еўропа"
"BE","MF","NA","Паўночная Амерыка"
"BE","MG","AF","Афрыка"
"BE","MH","OC","Акіянія"
"BE","MK","EU","Еўропа"
"BE","ML","AF","Афрыка"
"BE","MM","AS","Еўразія"
"BE","MN","AS","Еўразія"
"BE","MO","AS","Еўразія"
"BE","MP","OC","Акіянія"
"BE","MQ","NA","Паўночная Амерыка"
"BE","MR","AF","Афрыка"
"BE","MS","NA","Паўночная Амерыка"
"BE","MT","EU","Еўропа"
"BE","MU","AF","Афрыка"
"BE","MV","AS","Еўразія"
"BE","MW","AF","Афрыка"
"BE","MX","NA","Паўночная Амерыка"
"BE","MY","AS","Еўразія"
"BE","MZ","AF","Афрыка"
"BE","NA","AF","Афрыка"
"BE","NC","OC","Акіянія"
"BE","NE","AF","Афрыка"
"BE","NF","OC","Акіянія"
"BE","NG","AF","Афрыка"
"BE","NI","NA","Паўночная Амерыка"
"BE","NL","EU","Еўропа"
"BE","NO","EU","Еўропа"
"BE","NP","AS","Еўразія"
"BE","NR","OC","Акіянія"
"BE","NU","OC","Акіянія"
"BE","NZ","OC","Акіянія"
"BE","OM","AS","Еўразія"
"BE","PA","NA","Паўночная Амерыка"
"BE","PE","SA","Паўднёвая Амерыка"
"BE","PF","OC","Акіянія"
"BE","PG","OC","Акіянія"
"BE","PH","AS","Еўразія"
"BE","PK","AS","Еўразія"
"BE","PL","EU","Еўропа"
"BE","PM","NA","Паўночная Амерыка"
"BE","PN","OC","Акіянія"
"BE","PR","NA","Паўночная Амерыка"
"BE","PS","AS","Еўразія"
"BE","PT","EU","Еўропа"
"BE","PW","OC","Акіянія"
"BE","PY","SA","Паўднёвая Амерыка"
"BE","QA","AS","Еўразія"
"BE","RE","AF","Афрыка"
"BE","RO","EU","Еўропа"
"BE","RS","EU","Еўропа"
"BE","RU","AS","Еўразія"
"BE","RU","EU","Еўропа"
"BE","RW","AF","Афрыка"
"BE","SA","AS","Еўразія"
"BE","SB","OC","Акіянія"
"BE","SC","AF","Афрыка"
"BE","SD","AF","Афрыка"
"BE","SE","EU","Еўропа"
"BE","SG","AS","Еўразія"
"BE","SH","AF","Афрыка"
"BE","SI","EU","Еўропа"
"BE","SJ","EU","Еўропа"
"BE","SK","EU","Еўропа"
"BE","SL","AF","Афрыка"
"BE","SM","EU","Еўропа"
"BE","SN","AF","Афрыка"
"BE","SO","AF","Афрыка"
"BE","SR","SA","Паўднёвая Амерыка"
"BE","SS","AF","Афрыка"
"BE","ST","AF","Афрыка"
"BE","SV","NA","Паўночная Амерыка"
"BE","SX","NA","Паўночная Амерыка"
"BE","SY","AS","Еўразія"
"BE","SZ","AF","Афрыка"
"BE","TC","NA","Паўночная Амерыка"
"BE","TD","AF","Афрыка"
"BE","TF","AN","Антарктыда"
"BE","TG","AF","Афрыка"
"BE","TH","AS","Еўразія"
"BE","TJ","AS","Еўразія"
"BE","TK","OC","Акіянія"
"BE","TL","AS","Еўразія"
"BE","TM","AS","Еўразія"
"BE","TN","AF","Афрыка"
"BE","TO","OC","Акіянія"
"BE","TR","AS","Еўразія"
"BE","TR","EU","Еўропа"
"BE","TT","NA","Паўночная Амерыка"
"BE","TV","OC","Акіянія"
"BE","TW","AS","Еўразія"
"BE","TZ","AF","Афрыка"
"BE","UA","EU","Еўропа"
"BE","UG","AF","Афрыка"
"BE","UM","OC","Паўночная Амерыка"
"BE","US","NA","Паўночная Амерыка"
"BE","UY","SA","Паўднёвая Амерыка"
"BE","UZ","AS","Еўразія"
"BE","VA","EU","Еўропа"
"BE","VC","NA","Паўночная Амерыка"
"BE","VE","SA","Паўднёвая Амерыка"
"BE","VG","NA","Паўночная Амерыка"
"BE","VI","NA","Паўночная Амерыка"
"BE","VN","AS","Еўразія"
"BE","VU","OC","Акіянія"
"BE","WF","OC","Акіянія"
"BE","WS","OC","Акіянія"
"BE","YE","AS","Еўразія"
"BE","YT","AF","Афрыка"
"BE","ZA","AF","Афрыка"
"BE","ZM","AF","Афрыка"
"BE","ZW","AF","Афрыка"
"BG","AD","EU","Европа"
"BG","AE","AS","Азия"
"BG","AF","AS","Азия"
"BG","AG","NA","Северна Америка"
"BG","AI","NA","Северна Америка"
"BG","AL","EU","Европа"
"BG","AM","EU","Европа"
"BG","AO","AF","Африка"
"BG","AQ","AN","Антарктида"
"BG","AR","SA","Южна Америка"
"BG","AS","OC","Океания"
"BG","AT","EU","Европа"
"BG","AU","OC","Океания"
"BG","AW","NA","Северна Америка"
"BG","AX","EU","Европа"
"BG","AZ","AS","Азия"
"BG","AZ","EU","Европа"
"BG","BA","EU","Европа"
"BG","BB","NA","Северна Америка"
"BG","BD","AS","Азия"
"BG","BE","EU","Европа"
"BG","BF","AF","Африка"
"BG","BG","EU","Европа"
"BG","BH","AS","Азия"
"BG","BI","AF","Африка"
"BG","BJ","AF","Африка"
"BG","BL","NA","Северна Америка"
"BG","BM","NA","Северна Америка"
"BG","BN","AS","Азия"
"BG","BO","SA","Южна Америка"
"BG","BQ","NA","Северна Америка"
"BG","BR","SA","Южна Америка"
"BG","BS","NA","Северна Америка"
"BG","BT","AS","Азия"
"BG","BV","AN","Антарктида"
"BG","BW","AF","Африка"
"BG","BY","EU","Европа"
"BG","BZ","NA","Северна Америка"
"BG","CA","NA","Северна Америка"
"BG","CC","AS","Азия"
"BG","CD","AF","Африка"
"BG","CF","AF","Африка"
"BG","CG","AF","Африка"
"BG","CH","EU","Европа"
"BG","CI","AF","Африка"
"BG","CK","OC","Океания"
"BG","CL","SA","Южна Америка"
"BG","CM","AF","Африка"
"BG","CN","AS","Азия"
"BG","CO","SA","Южна Америка"
"BG","CR","NA","Северна Америка"
"BG","CU","NA","Северна Америка"
"BG","CV","AF","Африка"
"BG","CW","NA","Северна Америка"
"BG","CX","AS","Азия"
"BG","CY","EU","Европа"
"BG","CZ","EU","Европа"
"BG","DE","EU","Европа"
"BG","DJ","AF","Африка"
"BG","DK","EU","Европа"
"BG","DM","NA","Северна Америка"
"BG","DO","NA","Северна Америка"
"BG","DZ","AF","Африка"
"BG","EC","SA","Южна Америка"
"BG","EE","EU","Европа"
"BG","EG","AF","Африка"
"BG","EH","AF","Африка"
"BG","ER","AF","Африка"
"BG","ES","EU","Европа"
"BG","ET","AF","Африка"
"BG","FI","EU","Европа"
"BG","FJ","OC","Океания"
"BG","FK","SA","Южна Америка"
"BG","FM","OC","Океания"
"BG","FO","EU","Европа"
"BG","FR","EU","Европа"
"BG","GA","AF","Африка"
"BG","GB","EU","Европа"
"BG","GD","NA","Северна Америка"
"BG","GE","AS","Азия"
"BG","GE","EU","Европа"
"BG","GF","SA","Южна Америка"
"BG","GG","EU","Европа"
"BG","GH","AF","Африка"
"BG","GI","EU","Европа"
"BG","GL","NA","Северна Америка"
"BG","GM","AF","Африка"
"BG","GN","AF","Африка"
"BG","GP","NA","Северна Америка"
"BG","GQ","AF","Африка"
"BG","GR","EU","Европа"
"BG","GS","AN","Антарктида"
"BG","GT","NA","Северна Америка"
"BG","GU","OC","Океания"
"BG","GW","AF","Африка"
"BG","GY","SA","Южна Америка"
"BG","HK","AS","Азия"
"BG","HM","AN","Антарктида"
"BG","HN","NA","Северна Америка"
"BG","HR","EU","Европа"
"BG","HT","NA","Северна Америка"
"BG","HU","EU","Европа"
"BG","ID","AS","Азия"
"BG","IE","EU","Европа"
"BG","IL","AS","Азия"
"BG","IM","EU","Европа"
"BG","IN","AS","Азия"
"BG","IO","AS","Азия"
"BG","IQ","AS","Азия"
"BG","IR","AS","Азия"
"BG","IS","EU","Европа"
"BG","IT","EU","Европа"
"BG","JE","EU","Европа"
"BG","JM","NA","Северна Америка"
"BG","JO","AS","Азия"
"BG","JP","AS","Азия"
"BG","KE","AF","Африка"
"BG","KG","AS","Азия"
"BG","KH","AS","Азия"
"BG","KI","OC","Океания"
"BG","KM","AF","Африка"
"BG","KN","NA","Северна Америка"
"BG","KP","AS","Азия"
"BG","KR","AS","Азия"
"BG","KW","AS","Азия"
"BG","KY","NA","Северна Америка"
"BG","KZ","AS","Азия"
"BG","KZ","EU","Европа"
"BG","LA","AS","Азия"
"BG","LB","AS","Азия"
"BG","LC","NA","Северна Америка"
"BG","LI","EU","Европа"
"BG","LK","AS","Азия"
"BG","LR","AF","Африка"
"BG","LS","AF","Африка"
"BG","LT","EU","Европа"
"BG","LU","EU","Европа"
"BG","LV","EU","Европа"
"BG","LY","AF","Африка"
"BG","MA","AF","Африка"
